Dec 14 04:41:43.854 INFO configured Copa, delta_mode: Auto, default_delta: 0.25, init_cwnd: 0, ipc: netlink
Dec 14 04:41:43.854 INFO starting CCP, ipc: netlink, algorithm: copa
Dec 14 04:42:56.647 DEBG creating new flow, dst_port: 20756, dst_ip: 16793700, src_port: 46823, src_ip: 67125348, mss: 1448, init_cwnd: 14480, sid: 1
Dec 14 04:42:56.648 INFO starting copa flow, sock_id: 1
Dec 14 04:42:57.031 DEBG got ack, report_interval: 3018656382057, mode: const, velocity: 1, base_rtt: 125240, min_rtt: 125240, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 10, acked(pkts): 1
Dec 14 04:43:12.873 DEBG got ack, report_interval: 56599, mode: const, velocity: 4, base_rtt: 107671, min_rtt: 160364, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 141, acked(pkts): 114
Dec 14 04:43:12.929 DEBG got ack, report_interval: 55900, mode: const, velocity: 4, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 141, acked(pkts): 0
Dec 14 04:43:12.984 DEBG got ack, report_interval: 55047, mode: const, velocity: 4, base_rtt: 107671, min_rtt: 150994, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 129, acked(pkts): 109
Dec 14 04:43:13.040 DEBG got ack, report_interval: 55878, mode: const, velocity: 4, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 129, acked(pkts): 0
Dec 14 04:43:13.095 DEBG got ack, report_interval: 55526, mode: const, velocity: 8, base_rtt: 107671, min_rtt: 137467, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 102, acked(pkts): 113
Dec 14 04:43:13.150 DEBG got ack, report_interval: 55354, mode: const, velocity: 8, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 102, acked(pkts): 0
Dec 14 04:43:13.206 DEBG got ack, report_interval: 56017, mode: const, velocity: 8, base_rtt: 107671, min_rtt: 124947, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 70, acked(pkts): 110
Dec 14 04:43:13.262 DEBG got ack, report_interval: 55802, mode: const, velocity: 8, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 70, acked(pkts): 0
Dec 14 04:43:13.319 DEBG got ack, report_interval: 56610, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 108328, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 74, acked(pkts): 102
Dec 14 04:43:13.374 DEBG got ack, report_interval: 55643, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 74, acked(pkts): 0
Dec 14 04:43:13.430 DEBG got ack, report_interval: 55615, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 107965, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 78, acked(pkts): 70
Dec 14 04:43:13.486 DEBG got ack, report_interval: 55566, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 78, acked(pkts): 0
Dec 14 04:43:13.541 DEBG got ack, report_interval: 55558, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 108039, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 81, acked(pkts): 73
Dec 14 04:43:13.596 DEBG got ack, report_interval: 55371, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 81, acked(pkts): 0
Dec 14 04:43:13.652 DEBG got ack, report_interval: 55887, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 108263, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 85, acked(pkts): 76
Dec 14 04:43:13.708 DEBG got ack, report_interval: 55266, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 85, acked(pkts): 0
Dec 14 04:43:13.763 DEBG got ack, report_interval: 55536, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 108144, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 88, acked(pkts): 74
Dec 14 04:43:13.820 DEBG got ack, report_interval: 56674, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 88, acked(pkts): 0
Dec 14 04:43:13.875 DEBG got ack, report_interval: 55522, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 108399, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 92, acked(pkts): 85
Dec 14 04:43:13.930 DEBG got ack, report_interval: 54999, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 92, acked(pkts): 0
Dec 14 04:43:13.985 DEBG got ack, report_interval: 54998, mode: const, velocity: 2, base_rtt: 107644, min_rtt: 107644, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 99, acked(pkts): 86
Dec 14 04:43:14.042 DEBG got ack, report_interval: 56873, mode: const, velocity: 2, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 99, acked(pkts): 0
Dec 14 04:43:14.099 DEBG got ack, report_interval: 56480, mode: const, velocity: 2, base_rtt: 107644, min_rtt: 108286, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 107, acked(pkts): 95
Dec 14 04:43:14.154 DEBG got ack, report_interval: 55664, mode: const, velocity: 2, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 107, acked(pkts): 0
Dec 14 04:43:14.211 DEBG got ack, report_interval: 56657, mode: const, velocity: 4, base_rtt: 107644, min_rtt: 108496, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 122, acked(pkts): 100
Dec 14 04:43:14.268 DEBG got ack, report_interval: 56612, mode: const, velocity: 4, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 122, acked(pkts): 0
Dec 14 04:43:14.324 DEBG got ack, report_interval: 56095, mode: const, velocity: 4, base_rtt: 107644, min_rtt: 107835, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 136, acked(pkts): 109
Dec 14 04:43:14.381 DEBG got ack, report_interval: 56762, mode: const, velocity: 4, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 136, acked(pkts): 0
Dec 14 04:43:14.437 DEBG got ack, report_interval: 56723, mode: const, velocity: 8, base_rtt: 107644, min_rtt: 110675, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 162, acked(pkts): 113
Dec 14 04:43:14.494 DEBG got ack, report_interval: 56513, mode: const, velocity: 8, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 162, acked(pkts): 0
Dec 14 04:43:14.550 DEBG got ack, report_interval: 56047, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 120517, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 159, acked(pkts): 111
Dec 14 04:43:14.605 DEBG got ack, report_interval: 55552, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 159, acked(pkts): 0
Dec 14 04:43:14.661 DEBG got ack, report_interval: 55105, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 133803, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 156, acked(pkts): 110
Dec 14 04:43:14.716 DEBG got ack, report_interval: 55326, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 156, acked(pkts): 0
Dec 14 04:43:14.772 DEBG got ack, report_interval: 56198, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 154773, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 154, acked(pkts): 111
Dec 14 04:43:14.827 DEBG got ack, report_interval: 55314, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 154, acked(pkts): 0
Dec 14 04:43:14.882 DEBG got ack, report_interval: 55110, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 153857, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 151, acked(pkts): 111
Dec 14 04:43:14.938 DEBG got ack, report_interval: 55848, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 151, acked(pkts): 0
Dec 14 04:43:14.994 DEBG got ack, report_interval: 56049, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 151525, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 148, acked(pkts): 112
Dec 14 04:43:15.049 DEBG got ack, report_interval: 55070, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 148, acked(pkts): 0
Dec 14 04:43:15.104 DEBG got ack, report_interval: 55031, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 147753, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 145, acked(pkts): 111
Dec 14 04:43:15.161 DEBG got ack, report_interval: 56185, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 145, acked(pkts): 0
Dec 14 04:43:15.216 DEBG got ack, report_interval: 55626, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 144996, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 142, acked(pkts): 110
Dec 14 04:43:15.272 DEBG got ack, report_interval: 55333, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 142, acked(pkts): 0
Dec 14 04:43:15.327 DEBG got ack, report_interval: 55597, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 141041, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 139, acked(pkts): 112
Dec 14 04:43:15.384 DEBG got ack, report_interval: 56477, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 139, acked(pkts): 0
Dec 14 04:43:15.439 DEBG got ack, report_interval: 55782, mode: const, velocity: 2, base_rtt: 107644, min_rtt: 139818, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 132, acked(pkts): 112
Dec 14 04:43:15.496 DEBG got ack, report_interval: 56210, mode: const, velocity: 2, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 132, acked(pkts): 0
Dec 14 04:43:15.551 DEBG got ack, report_interval: 55426, mode: const, velocity: 2, base_rtt: 107644, min_rtt: 136078, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 126, acked(pkts): 112
Dec 14 04:43:15.607 DEBG got ack, report_interval: 55751, mode: const, velocity: 2, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 126, acked(pkts): 0
Dec 14 04:43:15.663 DEBG got ack, report_interval: 56591, mode: const, velocity: 2, base_rtt: 107644, min_rtt: 130944, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 119, acked(pkts): 112
Dec 14 04:43:15.718 DEBG got ack, report_interval: 54977, mode: const, velocity: 2, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 119, acked(pkts): 0
Dec 14 04:43:15.774 DEBG got ack, report_interval: 55383, mode: const, velocity: 4, base_rtt: 107644, min_rtt: 123287, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 104, acked(pkts): 111
Dec 14 04:43:15.830 DEBG got ack, report_interval: 55978, mode: const, velocity: 4, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 104, acked(pkts): 0
Dec 14 04:43:15.887 DEBG got ack, report_interval: 56705, mode: const, velocity: 4, base_rtt: 107644, min_rtt: 116441, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 88, acked(pkts): 112
Dec 14 04:43:15.945 DEBG got ack, report_interval: 58061, mode: const, velocity: 4, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 88, acked(pkts): 0
Dec 14 04:43:16.024 DEBG got ack, report_interval: 79258, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 110032, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 92, acked(pkts): 106
Dec 14 04:43:16.079 DEBG got ack, report_interval: 55581, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 92, acked(pkts): 0
Dec 14 04:43:16.136 DEBG got ack, report_interval: 56504, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 109782, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 96, acked(pkts): 88
Dec 14 04:43:16.194 DEBG got ack, report_interval: 57741, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 96, acked(pkts): 0
Dec 14 04:43:16.249 DEBG got ack, report_interval: 55518, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 110702, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 100, acked(pkts): 92
Dec 14 04:43:16.306 DEBG got ack, report_interval: 56662, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 100, acked(pkts): 0
Dec 14 04:43:16.363 DEBG got ack, report_interval: 56989, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 111055, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 104, acked(pkts): 96
Dec 14 04:43:16.419 DEBG got ack, report_interval: 55760, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 104, acked(pkts): 0
Dec 14 04:43:16.478 DEBG got ack, report_interval: 58987, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 111484, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 107, acked(pkts): 101
Dec 14 04:43:16.534 DEBG got ack, report_interval: 56771, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 107, acked(pkts): 0
Dec 14 04:43:16.590 DEBG got ack, report_interval: 55946, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 111563, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 111, acked(pkts): 102
Dec 14 04:43:16.646 DEBG got ack, report_interval: 55637, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 111, acked(pkts): 0
Dec 14 04:43:16.706 DEBG got ack, report_interval: 59685, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 112164, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 107, acked(pkts): 108
Dec 14 04:43:16.761 DEBG got ack, report_interval: 55029, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 107, acked(pkts): 0
Dec 14 04:43:16.816 DEBG got ack, report_interval: 55066, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 114310, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 104, acked(pkts): 98
Dec 14 04:43:16.871 DEBG got ack, report_interval: 54977, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 104, acked(pkts): 0
Dec 14 04:43:16.929 DEBG got ack, report_interval: 58258, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 122786, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 101, acked(pkts): 85
Dec 14 04:43:16.993 DEBG got ack, report_interval: 64324, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 133981, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 99, acked(pkts): 42
Dec 14 04:43:17.049 DEBG got ack, report_interval: 55281, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 99, acked(pkts): 0
Dec 14 04:43:17.107 DEBG got ack, report_interval: 57980, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 134202, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 95, acked(pkts): 92
Dec 14 04:43:17.162 DEBG got ack, report_interval: 55874, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 95, acked(pkts): 0
Dec 14 04:43:17.218 DEBG got ack, report_interval: 55191, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 133696, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 92, acked(pkts): 81
Dec 14 04:43:17.273 DEBG got ack, report_interval: 55610, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 92, acked(pkts): 0
Dec 14 04:43:17.329 DEBG got ack, report_interval: 55988, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 131876, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 88, acked(pkts): 82
Dec 14 04:43:17.387 DEBG got ack, report_interval: 57804, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 88, acked(pkts): 0
Dec 14 04:43:17.442 DEBG got ack, report_interval: 55000, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 131874, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 85, acked(pkts): 72
Dec 14 04:43:17.497 DEBG got ack, report_interval: 55470, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 85, acked(pkts): 0
Dec 14 04:43:17.553 DEBG got ack, report_interval: 55190, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 131665, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 82, acked(pkts): 66
Dec 14 04:43:17.614 DEBG got ack, report_interval: 60857, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 82, acked(pkts): 0
Dec 14 04:43:17.670 DEBG got ack, report_interval: 56163, mode: const, velocity: 2, base_rtt: 107644, min_rtt: 131599, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 76, acked(pkts): 70
Dec 14 04:43:17.728 DEBG got ack, report_interval: 57848, mode: const, velocity: 2, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 76, acked(pkts): 0
Dec 14 04:43:17.789 DEBG got ack, report_interval: 61782, mode: const, velocity: 2, base_rtt: 107644, min_rtt: 132054, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 68, acked(pkts): 79
Dec 14 04:43:17.845 DEBG got ack, report_interval: 55607, mode: const, velocity: 2, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 68, acked(pkts): 0
Dec 14 04:43:17.900 DEBG got ack, report_interval: 55310, mode: const, velocity: 2, base_rtt: 107644, min_rtt: 130523, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 60, acked(pkts): 66
Dec 14 04:43:17.955 DEBG got ack, report_interval: 55000, mode: const, velocity: 2, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 60, acked(pkts): 0
Dec 14 04:43:18.016 DEBG got ack, report_interval: 60853, mode: const, velocity: 4, base_rtt: 107644, min_rtt: 130566, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 46, acked(pkts): 54
Dec 14 04:43:18.084 DEBG got ack, report_interval: 67712, mode: const, velocity: 4, base_rtt: 107644, min_rtt: 131326, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 40, acked(pkts): 18
Dec 14 04:43:18.148 DEBG got ack, report_interval: 64000, mode: const, velocity: 4, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 40, acked(pkts): 0
Dec 14 04:43:18.217 DEBG got ack, report_interval: 68843, mode: const, velocity: 4, base_rtt: 107644, min_rtt: 129647, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 24, acked(pkts): 46
Dec 14 04:43:18.273 DEBG got ack, report_interval: 56500, mode: const, velocity: 4, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 24, acked(pkts): 0
Dec 14 04:43:18.350 DEBG got ack, report_interval: 76553, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 130868, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 9, acked(pkts): 40
Dec 14 04:43:18.407 DEBG got ack, report_interval: 56908, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 9, acked(pkts): 0
Dec 14 04:43:18.527 DEBG got ack, report_interval: 120288, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 130488, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 13, acked(pkts): 23
Dec 14 04:43:18.586 DEBG got ack, report_interval: 59148, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 13, acked(pkts): 0
Dec 14 04:43:18.683 DEBG got ack, report_interval: 97401, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 130231, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 17, acked(pkts): 11
Dec 14 04:43:18.762 DEBG got ack, report_interval: 78295, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 128883, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 19, acked(pkts): 12
Dec 14 04:43:18.821 DEBG got ack, report_interval: 59646, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 19, acked(pkts): 0
Dec 14 04:43:18.892 DEBG got ack, report_interval: 70346, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 128778, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 22, acked(pkts): 16
Dec 14 04:43:18.952 DEBG got ack, report_interval: 60053, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 22, acked(pkts): 0
Dec 14 04:43:19.022 DEBG got ack, report_interval: 70705, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 128509, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 26, acked(pkts): 19
Dec 14 04:43:19.078 DEBG got ack, report_interval: 55647, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 26, acked(pkts): 0
Dec 14 04:43:19.153 DEBG got ack, report_interval: 74984, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 128475, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 22, acked(pkts): 22
Dec 14 04:43:19.208 DEBG got ack, report_interval: 55010, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 22, acked(pkts): 0
Dec 14 04:43:19.284 DEBG got ack, report_interval: 75581, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 128760, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 26, acked(pkts): 26
Dec 14 04:43:19.339 DEBG got ack, report_interval: 55157, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 26, acked(pkts): 0
Dec 14 04:43:19.413 DEBG got ack, report_interval: 74396, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 127984, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 23, acked(pkts): 22
Dec 14 04:43:19.472 DEBG got ack, report_interval: 58835, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 23, acked(pkts): 0
Dec 14 04:43:19.543 DEBG got ack, report_interval: 70836, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 127171, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 27, acked(pkts): 27
Dec 14 04:43:19.604 DEBG got ack, report_interval: 61387, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 27, acked(pkts): 0
Dec 14 04:43:19.670 DEBG got ack, report_interval: 65593, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 125829, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 30, acked(pkts): 22
Dec 14 04:43:19.731 DEBG got ack, report_interval: 60884, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 30, acked(pkts): 0
Dec 14 04:43:19.797 DEBG got ack, report_interval: 65897, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 125164, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 27, acked(pkts): 27
Dec 14 04:43:19.857 DEBG got ack, report_interval: 60258, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 27, acked(pkts): 0
Dec 14 04:43:19.923 DEBG got ack, report_interval: 66094, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 123810, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 31, acked(pkts): 30
Dec 14 04:43:19.984 DEBG got ack, report_interval: 60773, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 31, acked(pkts): 0
Dec 14 04:43:20.047 DEBG got ack, report_interval: 63554, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 122984, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 34, acked(pkts): 27
Dec 14 04:43:20.107 DEBG got ack, report_interval: 60049, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 34, acked(pkts): 0
Dec 14 04:43:20.171 DEBG got ack, report_interval: 63848, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 121659, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 38, acked(pkts): 30
Dec 14 04:43:20.233 DEBG got ack, report_interval: 61955, mode: const, velocity: 1, base_rtt: 107644, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 38, acked(pkts): 0
