Dec 14 04:39:51.366 INFO configured Copa, delta_mode: Auto, default_delta: 0.25, init_cwnd: 0, ipc: netlink
Dec 14 04:39:51.366 INFO starting CCP, ipc: netlink, algorithm: copa
Dec 14 04:40:08.541 DEBG creating new flow, dst_port: 20756, dst_ip: 16793700, src_port: 44775, src_ip: 67125348, mss: 1448, init_cwnd: 14480, sid: 1
Dec 14 04:40:08.542 INFO starting copa flow, sock_id: 1
Dec 14 04:40:08.608 DEBG got ack, report_interval: 3018487959440, mode: const, velocity: 1, base_rtt: 24200, min_rtt: 24200, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 10, acked(pkts): 1
Dec 14 04:40:16.367 DEBG got ack, report_interval: 13941, mode: const, velocity: 1, base_rtt: 21847, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 32, acked(pkts): 0
Dec 14 04:40:16.380 DEBG got ack, report_interval: 12836, mode: const, velocity: 1, base_rtt: 21847, min_rtt: 28097, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 29, acked(pkts): 28
Dec 14 04:40:16.393 DEBG got ack, report_interval: 12823, mode: const, velocity: 1, base_rtt: 21847, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 29, acked(pkts): 0
Dec 14 04:40:16.405 DEBG got ack, report_interval: 12943, mode: const, velocity: 1, base_rtt: 21847, min_rtt: 29311, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 26, acked(pkts): 26
Dec 14 04:40:16.418 DEBG got ack, report_interval: 12683, mode: const, velocity: 1, base_rtt: 21847, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 26, acked(pkts): 0
Dec 14 04:40:16.431 DEBG got ack, report_interval: 13104, mode: const, velocity: 1, base_rtt: 21847, min_rtt: 25653, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 29, acked(pkts): 24
Dec 14 04:40:16.444 DEBG got ack, report_interval: 13119, mode: const, velocity: 1, base_rtt: 21847, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 29, acked(pkts): 0
Dec 14 04:40:16.457 DEBG got ack, report_interval: 12951, mode: const, velocity: 1, base_rtt: 21847, min_rtt: 22483, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 33, acked(pkts): 26
Dec 14 04:40:16.472 DEBG got ack, report_interval: 14849, mode: const, velocity: 1, base_rtt: 21847, min_rtt: 25052, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 31, acked(pkts): 14
Dec 14 04:40:16.486 DEBG got ack, report_interval: 14003, mode: const, velocity: 1, base_rtt: 21847, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 31, acked(pkts): 0
Dec 14 04:40:16.500 DEBG got ack, report_interval: 13881, mode: const, velocity: 1, base_rtt: 21847, min_rtt: 28725, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 28, acked(pkts): 28
Dec 14 04:40:16.513 DEBG got ack, report_interval: 13194, mode: const, velocity: 1, base_rtt: 21847, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 28, acked(pkts): 0
Dec 14 04:40:16.527 DEBG got ack, report_interval: 14018, mode: const, velocity: 1, base_rtt: 21847, min_rtt: 27104, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 24, acked(pkts): 26
Dec 14 04:40:16.540 DEBG got ack, report_interval: 12877, mode: const, velocity: 1, base_rtt: 21847, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 24, acked(pkts): 0
Dec 14 04:40:16.553 DEBG got ack, report_interval: 13131, mode: const, velocity: 1, base_rtt: 21847, min_rtt: 24580, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 28, acked(pkts): 27
Dec 14 04:40:16.567 DEBG got ack, report_interval: 13441, mode: const, velocity: 1, base_rtt: 21847, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 28, acked(pkts): 0
Dec 14 04:40:16.581 DEBG got ack, report_interval: 14037, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 21485, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 31, acked(pkts): 25
Dec 14 04:40:16.593 DEBG got ack, report_interval: 12369, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 31, acked(pkts): 0
Dec 14 04:40:16.607 DEBG got ack, report_interval: 13964, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 25199, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 28, acked(pkts): 26
Dec 14 04:40:16.621 DEBG got ack, report_interval: 13560, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 28, acked(pkts): 0
Dec 14 04:40:16.633 DEBG got ack, report_interval: 11927, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 24697, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 32, acked(pkts): 26
Dec 14 04:40:16.646 DEBG got ack, report_interval: 12892, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 32, acked(pkts): 0
Dec 14 04:40:16.658 DEBG got ack, report_interval: 12848, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 24692, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 29, acked(pkts): 24
Dec 14 04:40:16.672 DEBG got ack, report_interval: 13418, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 29, acked(pkts): 0
Dec 14 04:40:16.686 DEBG got ack, report_interval: 14040, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 26364, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 25, acked(pkts): 28
Dec 14 04:40:16.699 DEBG got ack, report_interval: 12910, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 25, acked(pkts): 0
Dec 14 04:40:16.712 DEBG got ack, report_interval: 12980, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 25814, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 21, acked(pkts): 26
Dec 14 04:40:16.724 DEBG got ack, report_interval: 12498, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 21, acked(pkts): 0
Dec 14 04:40:16.737 DEBG got ack, report_interval: 12828, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 22208, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 25, acked(pkts): 24
Dec 14 04:40:16.750 DEBG got ack, report_interval: 12514, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 25, acked(pkts): 0
Dec 14 04:40:16.765 DEBG got ack, report_interval: 15475, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 21918, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 28, acked(pkts): 22
Dec 14 04:40:16.780 DEBG got ack, report_interval: 14804, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 23392, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 30, acked(pkts): 14
Dec 14 04:40:16.792 DEBG got ack, report_interval: 12463, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 30, acked(pkts): 0
Dec 14 04:40:16.805 DEBG got ack, report_interval: 12953, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 23977, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 34, acked(pkts): 26
Dec 14 04:40:16.818 DEBG got ack, report_interval: 12928, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 34, acked(pkts): 0
Dec 14 04:40:16.831 DEBG got ack, report_interval: 12984, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 26619, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 31, acked(pkts): 24
Dec 14 04:40:16.845 DEBG got ack, report_interval: 13977, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 29726, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 29, acked(pkts): 14
Dec 14 04:40:16.858 DEBG got ack, report_interval: 12849, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 29, acked(pkts): 0
Dec 14 04:40:16.870 DEBG got ack, report_interval: 11945, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 28146, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 26, acked(pkts): 26
Dec 14 04:40:16.884 DEBG got ack, report_interval: 13796, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 26, acked(pkts): 0
Dec 14 04:40:16.896 DEBG got ack, report_interval: 12633, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 25645, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 22, acked(pkts): 26
Dec 14 04:40:16.909 DEBG got ack, report_interval: 12831, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 22, acked(pkts): 0
Dec 14 04:40:16.922 DEBG got ack, report_interval: 12507, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 23004, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 26, acked(pkts): 26
Dec 14 04:40:16.934 DEBG got ack, report_interval: 12396, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 26, acked(pkts): 0
Dec 14 04:40:16.947 DEBG got ack, report_interval: 12552, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 23595, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 29, acked(pkts): 20
Dec 14 04:40:16.960 DEBG got ack, report_interval: 13072, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 29, acked(pkts): 0
Dec 14 04:40:16.973 DEBG got ack, report_interval: 13052, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 23656, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 32, acked(pkts): 26
Dec 14 04:40:16.987 DEBG got ack, report_interval: 13795, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 24494, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 31, acked(pkts): 14
Dec 14 04:40:16.999 DEBG got ack, report_interval: 12816, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 31, acked(pkts): 0
Dec 14 04:40:17.012 DEBG got ack, report_interval: 12897, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 25476, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 27, acked(pkts): 26
Dec 14 04:40:17.025 DEBG got ack, report_interval: 12684, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 27, acked(pkts): 0
Dec 14 04:40:17.038 DEBG got ack, report_interval: 12778, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 29004, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 24, acked(pkts): 25
Dec 14 04:40:17.051 DEBG got ack, report_interval: 12731, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 24, acked(pkts): 0
Dec 14 04:40:17.063 DEBG got ack, report_interval: 12821, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 24255, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 28, acked(pkts): 26
Dec 14 04:40:17.076 DEBG got ack, report_interval: 12550, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 28, acked(pkts): 0
Dec 14 04:40:17.090 DEBG got ack, report_interval: 13673, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 23087, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 31, acked(pkts): 24
Dec 14 04:40:17.105 DEBG got ack, report_interval: 14940, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 25091, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 29, acked(pkts): 14
Dec 14 04:40:17.118 DEBG got ack, report_interval: 13059, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 29, acked(pkts): 0
Dec 14 04:40:17.130 DEBG got ack, report_interval: 12798, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 25340, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 26, acked(pkts): 26
Dec 14 04:40:17.144 DEBG got ack, report_interval: 13302, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 26, acked(pkts): 0
Dec 14 04:40:17.157 DEBG got ack, report_interval: 12994, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 25148, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 30, acked(pkts): 28
Dec 14 04:40:17.171 DEBG got ack, report_interval: 12913, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 30, acked(pkts): 0
Dec 14 04:40:17.184 DEBG got ack, report_interval: 14125, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 23522, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 33, acked(pkts): 27
Dec 14 04:40:17.196 DEBG got ack, report_interval: 12698, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 33, acked(pkts): 0
Dec 14 04:40:17.210 DEBG got ack, report_interval: 13856, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 24652, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 30, acked(pkts): 26
Dec 14 04:40:17.222 DEBG got ack, report_interval: 11958, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 30, acked(pkts): 0
Dec 14 04:40:17.235 DEBG got ack, report_interval: 12489, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 27762, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 27, acked(pkts): 24
Dec 14 04:40:17.248 DEBG got ack, report_interval: 12983, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 27, acked(pkts): 0
Dec 14 04:40:17.260 DEBG got ack, report_interval: 12805, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 28905, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 24, acked(pkts): 26
Dec 14 04:40:17.274 DEBG got ack, report_interval: 13914, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 25581, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 26, acked(pkts): 15
Dec 14 04:40:17.287 DEBG got ack, report_interval: 12595, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 26, acked(pkts): 0
Dec 14 04:40:17.299 DEBG got ack, report_interval: 12449, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 21495, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 29, acked(pkts): 22
Dec 14 04:40:17.313 DEBG got ack, report_interval: 13802, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 25137, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 27, acked(pkts): 14
Dec 14 04:40:17.327 DEBG got ack, report_interval: 13902, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 22972, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 29, acked(pkts): 14
Dec 14 04:40:17.341 DEBG got ack, report_interval: 14160, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 23332, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 31, acked(pkts): 14
Dec 14 04:40:17.353 DEBG got ack, report_interval: 12165, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 31, acked(pkts): 0
Dec 14 04:40:17.366 DEBG got ack, report_interval: 12623, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 25091, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 28, acked(pkts): 25
Dec 14 04:40:17.378 DEBG got ack, report_interval: 11924, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 28, acked(pkts): 0
Dec 14 04:40:17.392 DEBG got ack, report_interval: 13805, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 27101, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 25, acked(pkts): 26
Dec 14 04:40:17.406 DEBG got ack, report_interval: 13956, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 27861, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 23, acked(pkts): 12
Dec 14 04:40:17.419 DEBG got ack, report_interval: 12956, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 23, acked(pkts): 0
Dec 14 04:40:17.431 DEBG got ack, report_interval: 12597, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 23160, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 27, acked(pkts): 24
Dec 14 04:40:17.444 DEBG got ack, report_interval: 12847, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 27, acked(pkts): 0
Dec 14 04:40:17.458 DEBG got ack, report_interval: 13983, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 22182, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 30, acked(pkts): 24
Dec 14 04:40:17.472 DEBG got ack, report_interval: 13768, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 23047, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 32, acked(pkts): 14
Dec 14 04:40:17.486 DEBG got ack, report_interval: 13779, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 24001, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 34, acked(pkts): 14
Dec 14 04:40:17.499 DEBG got ack, report_interval: 13835, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 24132, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 35, acked(pkts): 14
Dec 14 04:40:17.512 DEBG got ack, report_interval: 12894, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 35, acked(pkts): 0
Dec 14 04:40:17.525 DEBG got ack, report_interval: 12838, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 25291, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 32, acked(pkts): 26
Dec 14 04:40:17.538 DEBG got ack, report_interval: 12856, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 32, acked(pkts): 0
Dec 14 04:40:17.553 DEBG got ack, report_interval: 13958, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 30324, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 29, acked(pkts): 26
Dec 14 04:40:17.566 DEBG got ack, report_interval: 13971, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 29, acked(pkts): 0
Dec 14 04:40:17.578 DEBG got ack, report_interval: 12259, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 28913, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 26, acked(pkts): 27
Dec 14 04:40:17.591 DEBG got ack, report_interval: 13076, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 26, acked(pkts): 0
Dec 14 04:40:17.605 DEBG got ack, report_interval: 13321, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 26117, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 22, acked(pkts): 26
Dec 14 04:40:17.618 DEBG got ack, report_interval: 13699, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 22, acked(pkts): 0
Dec 14 04:40:17.631 DEBG got ack, report_interval: 12714, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 23681, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 26, acked(pkts): 26
Dec 14 04:40:17.645 DEBG got ack, report_interval: 13905, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 22731, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 28, acked(pkts): 12
Dec 14 04:40:17.660 DEBG got ack, report_interval: 14926, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 23369, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 29, acked(pkts): 12
Dec 14 04:40:17.672 DEBG got ack, report_interval: 12430, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 29, acked(pkts): 0
Dec 14 04:40:17.685 DEBG got ack, report_interval: 12985, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 24514, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 33, acked(pkts): 26
Dec 14 04:40:17.698 DEBG got ack, report_interval: 12861, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 33, acked(pkts): 0
Dec 14 04:40:17.711 DEBG got ack, report_interval: 12745, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 25905, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 30, acked(pkts): 26
Dec 14 04:40:17.725 DEBG got ack, report_interval: 14115, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 25559, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 28, acked(pkts): 14
Dec 14 04:40:17.738 DEBG got ack, report_interval: 12789, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 28, acked(pkts): 0
Dec 14 04:40:17.752 DEBG got ack, report_interval: 14022, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 28208, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 24, acked(pkts): 26
Dec 14 04:40:17.764 DEBG got ack, report_interval: 12341, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 24, acked(pkts): 0
Dec 14 04:40:17.778 DEBG got ack, report_interval: 13891, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 25186, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 28, acked(pkts): 26
Dec 14 04:40:17.791 DEBG got ack, report_interval: 12774, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 28, acked(pkts): 0
Dec 14 04:40:17.803 DEBG got ack, report_interval: 12464, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 22013, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 31, acked(pkts): 22
Dec 14 04:40:17.817 DEBG got ack, report_interval: 13336, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 31, acked(pkts): 0
Dec 14 04:40:17.829 DEBG got ack, report_interval: 12657, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 24480, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 34, acked(pkts): 26
Dec 14 04:40:17.842 DEBG got ack, report_interval: 12220, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 34, acked(pkts): 0
Dec 14 04:40:17.854 DEBG got ack, report_interval: 12852, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 26023, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 31, acked(pkts): 26
Dec 14 04:40:17.866 DEBG got ack, report_interval: 11919, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 31, acked(pkts): 0
Dec 14 04:40:17.879 DEBG got ack, report_interval: 13123, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 28764, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 28, acked(pkts): 25
Dec 14 04:40:17.892 DEBG got ack, report_interval: 13023, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 28, acked(pkts): 0
Dec 14 04:40:17.906 DEBG got ack, report_interval: 14030, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 28360, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 25, acked(pkts): 28
Dec 14 04:40:17.920 DEBG got ack, report_interval: 13268, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 25, acked(pkts): 0
Dec 14 04:40:17.933 DEBG got ack, report_interval: 12733, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 26064, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 21, acked(pkts): 24
Dec 14 04:40:17.947 DEBG got ack, report_interval: 14019, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 23213, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 23, acked(pkts): 14
Dec 14 04:40:17.958 DEBG got ack, report_interval: 11918, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 23, acked(pkts): 0
Dec 14 04:40:17.971 DEBG got ack, report_interval: 12636, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 22100, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 27, acked(pkts): 20
Dec 14 04:40:17.984 DEBG got ack, report_interval: 12745, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 27, acked(pkts): 0
Dec 14 04:40:17.997 DEBG got ack, report_interval: 12807, mode: const, velocity: 1, base_rtt: 21485, min_rtt: 23301, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 30, acked(pkts): 24
